thinkBack: Stock quote and option quote for SPX on 7/23/16 23:59:59,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
UNDERLYING,,,,,,,,,,,,,,,,,,,,,,,,,
Last,Net Chng,Volume,Open,High,Low,,,,,,,,,,,,,,,,,,,,
2175.03,9.86,0,2166.47,2175.11,2163.24,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
22 JUL 16  (-1)  100 (Weeklys),,,,,,,,,,,,,,,,,,,,,,,,,
,,Impl Vol,Prob.OTM,Delta,Gamma,Theta,Vega,Volume,Open.Int,Bid,Ask,Exp,Strike,Bid,Ask,Impl Vol,Prob.OTM,Delta,Gamma,Theta,Vega,Volume,Open.Int,,
,,--,0.00%,1.00,0.00,0.00,0.00,1,81,112.50,114.50,12 AUG 16,2060,2.55,2.75,15.37%,92.15%,-0.07,0.00,-0.27,0.73,26,"2,394",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,107.70,109.70,12 AUG 16,2065,2.70,2.95,15.05%,91.59%,-0.08,0.00,-0.28,0.77,13,"1,553",,
,,--,0.00%,1.00,0.00,0.00,0.00,2,174,103.00,104.90,12 AUG 16,2070,2.95,3.20,14.82%,90.87%,-0.09,0.00,-0.30,0.82,22,"1,870",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,"1,463",98.20,100.10,12 AUG 16,2075,3.10,3.40,14.46%,90.26%,-0.09,0.00,-0.31,0.86,11,"2,343",,
,,--,0.00%,1.00,0.00,0.00,0.00,4,189,93.50,95.40,12 AUG 16,2080,3.40,3.70,14.23%,89.40%,-0.10,0.00,-0.32,0.92,10,"3,220",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,26,88.80,90.70,12 AUG 16,2085,3.70,4.00,13.96%,88.51%,-0.11,0.00,-0.34,0.97,51,366,,
,,10.23%,6.03%,0.99,0.00,-0.01,0.13,0,81,84.10,86.00,12 AUG 16,2090,4.00,4.30,13.66%,87.59%,-0.12,0.00,-0.35,1.03,74,641,,
,,10.93%,8.69%,0.95,0.00,-0.07,0.47,0,0,79.50,81.30,12 AUG 16,2095,4.30,4.70,13.38%,86.55%,-0.13,0.00,-0.36,1.09,8,"2,089",,
,,11.11%,10.61%,0.93,0.00,-0.11,0.66,29,"8,537",74.90,76.70,12 AUG 16,2100,4.70,5.10,13.11%,85.38%,-0.14,0.00,-0.38,1.16,69,"10,026",,
,,11.16%,12.45%,0.91,0.00,-0.15,0.82,25,17,70.40,72.10,12 AUG 16,2105,5.20,5.50,12.85%,84.08%,-0.15,0.00,-0.40,1.23,22,628,,
,,11.14%,14.32%,0.89,0.00,-0.18,0.96,12,"8,458",65.90,67.60,12 AUG 16,2110,5.60,6.00,12.55%,82.73%,-0.16,0.00,-0.41,1.30,49,532,,
,,11.07%,16.24%,0.87,0.00,-0.21,1.09,1,51,61.50,63.10,12 AUG 16,2115,6.20,6.60,12.32%,81.10%,-0.18,0.00,-0.43,1.38,27,282,,
,,10.94%,18.25%,0.85,0.01,-0.23,1.21,12,841,57.10,58.70,12 AUG 16,2120,6.80,7.20,12.05%,79.40%,-0.20,0.00,-0.45,1.45,481,"1,977",,
,,10.86%,20.54%,0.82,0.01,-0.26,1.34,52,"6,983",52.90,54.40,12 AUG 16,2125,7.40,7.90,11.76%,77.56%,-0.22,0.00,-0.46,1.53,"1,513","3,703",,
,,10.66%,22.76%,0.80,0.01,-0.28,1.45,13,401,48.60,50.10,12 AUG 16,2130,8.20,8.70,11.52%,75.45%,-0.24,0.01,-0.48,1.61,219,"1,060",,
,,10.52%,25.33%,0.77,0.01,-0.30,1.56,9,63,44.50,46.00,12 AUG 16,2135,9.00,9.50,11.23%,73.24%,-0.26,0.01,-0.49,1.69,245,199,,
,,10.33%,28.03%,0.74,0.01,-0.32,1.67,17,"1,918",40.50,41.90,12 AUG 16,2140,9.90,10.50,10.97%,70.77%,-0.28,0.01,-0.51,1.76,272,"1,530",,
,,10.12%,30.92%,0.71,0.01,-0.34,1.76,3,"4,452",36.60,37.90,12 AUG 16,2145,11.00,11.50,10.71%,68.08%,-0.31,0.01,-0.52,1.84,68,614,,
,,9.90%,34.01%,0.68,0.01,-0.35,1.85,76,"9,855",32.80,34.00,12 AUG 16,2150,12.10,12.70,10.43%,65.17%,-0.34,0.01,-0.53,1.91,166,"6,841",,
,,9.72%,37.44%,0.64,0.01,-0.37,1.93,63,"1,881",29.30,30.30,12 AUG 16,2155,13.50,14.00,10.19%,61.97%,-0.37,0.01,-0.54,1.97,48,170,,
,,9.46%,41.00%,0.61,0.01,-0.37,1.99,159,"2,568",25.80,26.60,12 AUG 16,2160,14.90,15.50,9.92%,58.56%,-0.40,0.01,-0.54,2.02,466,425,,
,,9.28%,44.89%,0.57,0.01,-0.38,2.04,359,"3,067",22.60,23.30,12 AUG 16,2165,16.60,17.20,9.69%,54.86%,-0.44,0.01,-0.55,2.05,511,162,,
,,9.06%,48.96%,0.52,0.01,-0.38,2.07,135,"7,702",19.50,20.10,12 AUG 16,2170,18.40,19.10,9.45%,50.96%,-0.48,0.01,-0.55,2.07,159,312,,
,,8.80%,53.25%,0.48,0.01,-0.37,2.07,285,"8,666",16.50,17.10,12 AUG 16,2175,20.30,21.10,9.16%,46.84%,-0.52,0.01,-0.54,2.07,768,"3,331",,
,,8.61%,57.70%,0.43,0.01,-0.36,2.04,36,"3,021",13.90,14.40,12 AUG 16,2180,22.70,23.50,8.98%,42.58%,-0.56,0.01,-0.53,2.05,23,76,,
,,8.40%,62.26%,0.39,0.01,-0.35,1.99,89,"5,733",11.40,12.00,12 AUG 16,2185,25.20,26.40,8.85%,38.30%,-0.61,0.01,-0.52,2.00,13,9,,
,,8.21%,66.83%,0.34,0.01,-0.33,1.91,158,"2,854",9.30,9.80,12 AUG 16,2190,28.00,29.30,8.67%,33.98%,-0.65,0.01,-0.50,1.92,4,18,,
,,8.08%,71.21%,0.30,0.01,-0.30,1.80,34,"2,158",7.50,8.00,12 AUG 16,2195,31.10,32.50,8.54%,29.78%,-0.69,0.01,-0.48,1.83,12,1,,
,,7.96%,75.40%,0.25,0.01,-0.28,1.67,421,"9,630",6.00,6.40,12 AUG 16,2200,34.50,36.00,8.45%,25.84%,-0.73,0.01,-0.46,1.71,304,316,,
,,7.85%,79.29%,0.21,0.01,-0.25,1.52,391,"2,792",4.70,5.10,12 AUG 16,2205,38.10,39.80,8.39%,22.19%,-0.77,0.01,-0.44,1.58,0,9,,
,,7.78%,82.77%,0.18,0.01,-0.22,1.36,154,"5,050",3.70,4.00,12 AUG 16,2210,42.00,43.80,8.37%,18.95%,-0.80,0.01,-0.41,1.44,0,6,,
,,7.80%,85.64%,0.15,0.01,-0.20,1.21,63,"2,376",2.95,3.20,12 AUG 16,2215,46.10,48.00,8.39%,16.11%,-0.83,0.01,-0.39,1.30,1,0,,
,,7.82%,88.12%,0.12,0.00,-0.18,1.07,"1,127","9,976",2.35,2.55,12 AUG 16,2220,50.50,52.50,8.56%,13.98%,-0.85,0.01,-0.37,1.19,17,11,,
,,7.89%,90.15%,0.10,0.00,-0.16,0.94,82,"12,516",1.90,2.05,12 AUG 16,2225,50.60,60.10,8.05%,10.30%,-0.89,0.00,-0.32,0.97,1,0,,
,,7.98%,91.83%,0.08,0.00,-0.14,0.82,67,"7,903",1.55,1.65,12 AUG 16,2230,55.10,64.80,8.13%,8.58%,-0.91,0.00,-0.30,0.85,0,11,,
,,8.04%,93.31%,0.07,0.00,-0.12,0.70,5,"1,908",1.20,1.35,12 AUG 16,2235,60.00,69.50,8.39%,7.53%,-0.92,0.00,-0.29,0.77,0,0,,
,,8.25%,94.24%,0.06,0.00,-0.11,0.63,20,"5,859",1.05,1.15,12 AUG 16,2240,64.70,74.30,8.53%,6.38%,-0.93,0.00,-0.28,0.68,0,0,,
,,8.49%,94.94%,0.05,0.00,-0.10,0.57,9,376,0.90,1.05,12 AUG 16,2245,69.50,79.10,8.68%,5.44%,-0.94,0.00,-0.27,0.60,0,0,,
,,8.70%,95.61%,0.05,0.00,-0.09,0.51,368,"9,302",0.80,0.90,12 AUG 16,2250,74.50,84.00,9.06%,5.04%,-0.95,0.00,-0.26,0.57,0,1,,
,,8.92%,96.16%,0.04,0.00,-0.09,0.46,0,368,0.70,0.80,12 AUG 16,2255,79.50,88.90,9.42%,4.67%,-0.95,0.00,-0.26,0.54,0,0,,
,,9.17%,96.58%,0.04,0.00,-0.08,0.42,20,449,0.60,0.75,12 AUG 16,2260,84.50,93.80,9.76%,4.33%,-0.95,0.00,-0.26,0.50,0,1,,
,,9.39%,96.99%,0.03,0.00,-0.08,0.38,31,500,0.55,0.65,12 AUG 16,2265,89.10,98.70,9.64%,3.36%,-0.96,0.00,-0.24,0.41,0,0,,
,,9.65%,97.28%,0.03,0.00,-0.07,0.35,48,4,0.50,0.60,12 AUG 16,2270,94.20,103.70,10.18%,3.40%,-0.96,0.00,-0.25,0.42,0,0,,
,,9.89%,97.56%,0.03,0.00,-0.07,0.32,"1,011",392,0.40,0.60,12 AUG 16,2275,99.00,108.50,10.06%,2.63%,-0.97,0.00,-0.23,0.34,0,0,,
,,10.11%,97.82%,0.02,0.00,-0.06,0.29,0,0,0.40,0.50,12 AUG 16,2280,101.00,116.50,10.46%,2.54%,-0.97,0.00,-0.23,0.33,0,0,,
,,10.40%,97.99%,0.02,0.00,-0.06,0.27,0,0,0.35,0.50,12 AUG 16,2285,106.00,121.50,10.86%,2.47%,-0.97,0.00,-0.23,0.32,0,0,,
,,10.68%,98.14%,0.02,0.00,-0.06,0.25,5,7,0.35,0.45,12 AUG 16,2290,111.00,126.50,11.26%,2.40%,-0.97,0.00,-0.23,0.31,0,0,,
,,11.20%,98.42%,0.02,0.00,-0.05,0.22,"1,040","6,482",0.30,0.40,12 AUG 16,2300,121.00,136.50,12.04%,2.27%,-0.97,0.00,-0.23,0.30,0,0,,
,,11.31%,98.64%,0.01,0.00,-0.05,0.20,0,319,0.25,0.35,12 AUG 16,2305,126.10,141.50,12.60%,2.35%,-0.97,0.00,-0.24,0.31,0,0,,
,,11.66%,98.68%,0.01,0.00,-0.05,0.19,10,4,0.25,0.35,12 AUG 16,2310,131.00,146.40,12.64%,2.01%,-0.98,0.00,-0.23,0.27,0,0,,
,,13.69%,99.22%,0.01,0.00,-0.04,0.12,2,"1,051",0.15,0.25,12 AUG 16,2350,170.70,186.30,14.68%,1.20%,-0.98,0.00,-0.21,0.18,0,0,,
,,15.61%,99.64%,0.00,0.00,-0.02,0.06,100,407,0.05,0.15,12 AUG 16,2400,216.60,240.10,17.07%,0.69%,-0.99,0.00,-0.19,0.11,0,0,,
,,17.28%,99.83%,0.00,0.00,-0.01,0.03,11,344,0,0.10,12 AUG 16,2450,266.50,290.10,19.90%,0.54%,-0.99,0.00,-0.19,0.09,0,0,,
,,19.88%,99.85%,0.00,0.00,-0.01,0.03,1,424,0,0.10,12 AUG 16,2500,316.50,340.20,23.67%,0.61%,-0.99,0.00,-0.20,0.10,0,10,,
,,21.15%,99.93%,0.00,0.00,-0.01,0.02,0,244,0,0.05,12 AUG 16,2550,366.60,390.10,26.86%,0.58%,-0.99,0.00,-0.21,0.10,0,0,,
,,22.33%,99.93%,0.00,0.00,-0.01,0.01,0,0,0,0.05,12 AUG 16,2575,391.50,415.20,28.43%,0.57%,-0.99,0.00,-0.21,0.10,0,0,,
,,23.48%,99.94%,0.00,0.00,-0.01,0.01,0,0,0,0.05,12 AUG 16,2600,416.60,440.10,29.99%,0.56%,-0.99,0.00,-0.21,0.10,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,
17 AUG 16  (25)  100 (Weeklys),,,,,,,,,,,,,,,,,,,,,,,,,
,,Impl Vol,Prob.OTM,Delta,Gamma,Theta,Vega,Volume,Open.Int,Bid,Ask,Exp,Strike,Bid,Ask,Impl Vol,Prob.OTM,Delta,Gamma,Theta,Vega,Volume,Open.Int,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,434.60,457.10,17 AUG 16,1725,0.20,0.35,33.48%,99.43%,0.00,0.00,-0.05,0.08,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,409.60,431.80,17 AUG 16,1750,0.25,0.40,32.18%,99.32%,-0.01,0.00,-0.05,0.09,0,8,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,384.70,407.20,17 AUG 16,1775,0.30,0.60,31.46%,99.08%,-0.01,0.00,-0.07,0.12,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,359.80,382.30,17 AUG 16,1800,0.35,0.50,29.30%,99.08%,-0.01,0.00,-0.07,0.12,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,334.80,357.10,17 AUG 16,1825,0.40,0.55,27.75%,98.94%,-0.01,0.00,-0.07,0.14,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,329.90,352.40,17 AUG 16,1830,0.45,0.55,27.54%,98.89%,-0.01,0.00,-0.07,0.14,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,319.90,342.40,17 AUG 16,1840,0.45,0.60,26.94%,98.82%,-0.01,0.00,-0.08,0.15,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,309.90,332.20,17 AUG 16,1850,0.50,0.65,26.47%,98.71%,-0.01,0.00,-0.08,0.17,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,300.00,322.20,17 AUG 16,1860,0.55,0.70,25.97%,98.59%,-0.01,0.00,-0.09,0.18,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,290.00,312.40,17 AUG 16,1870,0.60,0.75,25.45%,98.47%,-0.01,0.00,-0.09,0.19,0,2,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,285.00,307.60,17 AUG 16,1875,0.60,0.75,25.05%,98.45%,-0.01,0.00,-0.09,0.20,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,280.10,302.40,17 AUG 16,1880,0.65,0.75,24.78%,98.39%,-0.01,0.00,-0.09,0.20,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,270.10,292.40,17 AUG 16,1890,0.70,0.85,24.33%,98.22%,-0.02,0.00,-0.10,0.22,0,1,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,260.20,282.70,17 AUG 16,1900,0.70,1.00,23.85%,98.04%,-0.02,0.00,-0.11,0.24,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,250.20,272.80,17 AUG 16,1910,0.80,0.95,23.14%,97.94%,-0.02,0.00,-0.11,0.25,0,5,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,240.30,262.50,17 AUG 16,1920,0.85,1.00,22.51%,97.80%,-0.02,0.00,-0.12,0.27,0,1,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,235.30,257.90,17 AUG 16,1925,0.90,1.05,22.28%,97.68%,-0.02,0.00,-0.12,0.28,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,233.30,248.90,17 AUG 16,1930,0.95,1.10,22.04%,97.55%,-0.02,0.00,-0.12,0.30,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,223.40,238.90,17 AUG 16,1940,1.00,1.20,21.46%,97.35%,-0.02,0.00,-0.13,0.32,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,218.50,234.00,17 AUG 16,1945,1.05,1.20,21.12%,97.26%,-0.02,0.00,-0.13,0.33,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,213.50,229.00,17 AUG 16,1950,1.10,1.25,20.85%,97.13%,-0.03,0.00,-0.14,0.34,7,10,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,208.60,224.10,17 AUG 16,1955,1.15,1.30,20.57%,96.99%,-0.03,0.00,-0.14,0.36,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,204.70,219.10,17 AUG 16,1960,1.20,1.40,20.35%,96.81%,-0.03,0.00,-0.15,0.38,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,199.70,214.20,17 AUG 16,1965,1.25,1.45,20.06%,96.67%,-0.03,0.00,-0.15,0.39,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,194.80,209.20,17 AUG 16,1970,1.30,1.50,19.75%,96.52%,-0.03,0.00,-0.15,0.41,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,189.90,204.30,17 AUG 16,1975,1.35,1.55,19.44%,96.37%,-0.03,0.00,-0.16,0.42,0,8,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,184.90,199.40,17 AUG 16,1980,1.45,1.60,19.18%,96.17%,-0.03,0.00,-0.16,0.44,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,180.00,194.50,17 AUG 16,1985,1.50,1.70,18.91%,95.97%,-0.04,0.00,-0.17,0.46,6,333,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,175.10,189.50,17 AUG 16,1990,1.60,1.75,18.63%,95.76%,-0.04,0.00,-0.17,0.48,0,6,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,170.20,184.60,17 AUG 16,1995,1.65,1.85,18.34%,95.55%,-0.04,0.00,-0.18,0.50,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,165.30,179.70,17 AUG 16,2000,1.75,1.95,18.09%,95.28%,-0.04,0.00,-0.19,0.53,0,101,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,160.40,174.80,17 AUG 16,2005,1.85,2.05,17.83%,95.01%,-0.05,0.00,-0.19,0.55,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,155.50,169.90,17 AUG 16,2010,1.95,2.15,17.55%,94.74%,-0.05,0.00,-0.20,0.58,0,7,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,150.60,165.00,17 AUG 16,2015,2.05,2.25,17.26%,94.45%,-0.05,0.00,-0.20,0.61,0,2,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,145.70,160.10,17 AUG 16,2020,2.20,2.40,17.04%,94.07%,-0.05,0.00,-0.21,0.64,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,140.80,155.30,17 AUG 16,2025,2.30,2.55,16.76%,93.72%,-0.06,0.00,-0.22,0.67,0,10,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,136.00,150.40,17 AUG 16,2030,2.45,2.70,16.51%,93.32%,-0.06,0.00,-0.23,0.71,12,52,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,136.50,138.60,17 AUG 16,2035,2.60,2.85,16.24%,92.90%,-0.07,0.00,-0.24,0.74,0,10,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,131.70,133.80,17 AUG 16,2040,2.75,3.00,15.95%,92.48%,-0.07,0.00,-0.24,0.78,0,2,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,1,126.90,128.90,17 AUG 16,2045,2.95,3.20,15.72%,91.96%,-0.07,0.00,-0.25,0.82,3,6,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,122.10,124.10,17 AUG 16,2050,3.10,3.40,15.43%,91.46%,-0.08,0.00,-0.26,0.86,3,609,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,117.30,119.40,17 AUG 16,2055,3.30,3.70,15.21%,90.82%,-0.09,0.00,-0.28,0.91,12,14,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,112.60,114.60,17 AUG 16,2060,3.60,3.90,14.97%,90.17%,-0.09,0.00,-0.29,0.96,0,2,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,107.90,109.80,17 AUG 16,2065,3.80,4.20,14.70%,89.50%,-0.10,0.00,-0.30,1.01,0,57,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,103.20,105.10,17 AUG 16,2070,4.10,4.50,14.47%,88.72%,-0.11,0.00,-0.31,1.06,0,12,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,98.50,100.40,17 AUG 16,2075,4.40,4.80,14.20%,87.93%,-0.11,0.00,-0.32,1.12,0,50,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,93.90,95.80,17 AUG 16,2080,4.70,5.10,13.92%,87.10%,-0.12,0.00,-0.33,1.17,20,15,,
,,10.65%,8.02%,0.97,0.00,-0.03,0.31,0,0,89.20,91.10,17 AUG 16,2085,5.10,5.50,13.70%,86.10%,-0.13,0.00,-0.34,1.24,0,1,,
,,11.16%,10.42%,0.94,0.00,-0.08,0.63,0,0,84.70,86.50,17 AUG 16,2090,5.50,5.90,13.44%,85.06%,-0.14,0.00,-0.36,1.30,0,338,,
,,11.29%,12.23%,0.92,0.00,-0.11,0.82,0,0,80.20,81.90,17 AUG 16,2095,5.90,6.40,13.20%,83.92%,-0.15,0.00,-0.37,1.37,0,14,,
,,11.33%,13.99%,0.90,0.00,-0.14,0.98,0,0,75.70,77.40,17 AUG 16,2100,6.40,6.90,12.96%,82.66%,-0.16,0.00,-0.38,1.44,5,32,,
,,11.31%,15.77%,0.88,0.00,-0.17,1.12,0,0,71.20,73.00,17 AUG 16,2105,7.00,7.40,12.72%,81.30%,-0.18,0.00,-0.40,1.51,1,115,,
,,11.21%,17.51%,0.86,0.00,-0.19,1.25,0,0,66.80,68.50,17 AUG 16,2110,7.50,8.00,12.45%,79.90%,-0.19,0.00,-0.41,1.58,0,282,,
,,11.14%,19.49%,0.84,0.00,-0.21,1.38,0,10,62.50,64.20,17 AUG 16,2115,8.20,8.70,12.24%,78.24%,-0.21,0.00,-0.42,1.66,1,56,,
,,11.04%,21.53%,0.82,0.01,-0.23,1.51,0,0,58.30,59.90,17 AUG 16,2120,8.90,9.40,11.98%,76.54%,-0.22,0.00,-0.44,1.74,3,148,,
,,10.88%,23.60%,0.79,0.01,-0.25,1.62,0,10,54.10,55.60,17 AUG 16,2125,9.70,10.20,11.75%,74.66%,-0.24,0.00,-0.45,1.82,0,3,,
,,10.74%,25.89%,0.77,0.01,-0.27,1.73,0,27,50.00,51.50,17 AUG 16,2130,10.50,11.10,11.50%,72.65%,-0.26,0.00,-0.46,1.89,20,25,,
,,10.57%,28.28%,0.74,0.01,-0.29,1.84,0,12,46.00,47.40,17 AUG 16,2135,11.40,12.00,11.23%,70.52%,-0.28,0.01,-0.47,1.97,0,3,,
,,10.37%,30.79%,0.72,0.01,-0.30,1.93,22,40,42.00,43.40,17 AUG 16,2140,12.50,13.10,11.01%,68.11%,-0.31,0.01,-0.48,2.04,0,127,,
,,10.20%,33.55%,0.69,0.01,-0.31,2.03,1,0,38.20,39.60,17 AUG 16,2145,13.60,14.30,10.77%,65.58%,-0.33,0.01,-0.49,2.11,3,5,,
,,9.99%,36.44%,0.66,0.01,-0.32,2.11,2,45,34.50,35.80,17 AUG 16,2150,14.90,15.60,10.54%,62.83%,-0.36,0.01,-0.50,2.17,21,26,,
,,9.81%,39.55%,0.62,0.01,-0.33,2.18,0,10,31.00,32.20,17 AUG 16,2155,16.30,17.00,10.30%,59.92%,-0.39,0.01,-0.51,2.22,0,0,,
,,9.63%,42.85%,0.59,0.01,-0.34,2.23,3,10,27.70,28.70,17 AUG 16,2160,17.80,18.60,10.06%,56.81%,-0.42,0.01,-0.51,2.26,250,0,,
,,9.44%,46.31%,0.55,0.01,-0.34,2.27,2,8,24.50,25.40,17 AUG 16,2165,19.50,20.40,9.85%,53.50%,-0.45,0.01,-0.51,2.29,0,6,,
,,9.19%,49.93%,0.52,0.01,-0.33,2.30,2,7,21.30,22.20,17 AUG 16,2170,21.40,22.30,9.63%,50.02%,-0.49,0.01,-0.51,2.31,2,251,,
,,9.01%,53.72%,0.48,0.01,-0.33,2.30,11,"1,684",18.50,19.30,17 AUG 16,2175,23.40,24.40,9.39%,46.39%,-0.52,0.01,-0.51,2.30,3,23,,
,,8.81%,57.64%,0.44,0.01,-0.32,2.27,20,2,15.80,16.60,17 AUG 16,2180,25.70,26.70,9.19%,42.63%,-0.56,0.01,-0.50,2.28,0,0,,
,,8.63%,61.63%,0.40,0.01,-0.31,2.23,1,360,13.40,14.10,17 AUG 16,2185,28.10,29.40,9.00%,38.80%,-0.60,0.01,-0.49,2.23,0,0,,
,,8.44%,65.66%,0.35,0.01,-0.30,2.15,16,72,11.20,11.80,17 AUG 16,2190,30.80,32.20,8.82%,34.94%,-0.64,0.01,-0.47,2.16,0,0,,
,,8.27%,69.67%,0.31,0.01,-0.28,2.05,0,31,9.20,9.80,17 AUG 16,2195,33.80,35.30,8.68%,31.16%,-0.68,0.01,-0.46,2.07,0,0,,
,,8.13%,73.50%,0.27,0.01,-0.26,1.93,2,378,7.50,8.10,17 AUG 16,2200,37.00,38.60,8.54%,27.46%,-0.72,0.01,-0.44,1.96,0,0,,
,,8.02%,77.11%,0.24,0.01,-0.24,1.79,0,345,6.10,6.60,17 AUG 16,2205,40.50,42.20,8.46%,24.03%,-0.75,0.01,-0.42,1.83,0,0,,
,,7.97%,80.33%,0.20,0.01,-0.22,1.64,13,87,5.10,5.30,17 AUG 16,2210,44.20,46.00,8.38%,20.83%,-0.78,0.01,-0.40,1.70,0,0,,
,,7.85%,83.51%,0.17,0.01,-0.19,1.48,1,15,3.90,4.30,17 AUG 16,2215,48.20,50.10,8.40%,18.09%,-0.81,0.01,-0.38,1.56,0,0,,
,,7.86%,86.02%,0.14,0.01,-0.18,1.33,8,6,3.20,3.50,17 AUG 16,2220,52.30,54.30,8.39%,15.55%,-0.84,0.01,-0.37,1.42,0,0,,
,,7.87%,88.22%,0.12,0.00,-0.16,1.18,511,27,2.60,2.85,17 AUG 16,2225,56.60,58.70,8.45%,13.43%,-0.86,0.00,-0.35,1.29,0,0,,
,,7.91%,90.09%,0.10,0.00,-0.14,1.05,3,21,2.10,2.35,17 AUG 16,2230,57.00,65.60,7.78%,9.54%,-0.90,0.00,-0.30,1.02,0,0,,
,,7.99%,91.60%,0.09,0.00,-0.13,0.93,3,18,1.75,1.95,17 AUG 16,2235,61.70,70.20,7.88%,8.09%,-0.91,0.00,-0.28,0.90,0,0,,
,,8.10%,92.85%,0.07,0.00,-0.11,0.83,0,0,1.45,1.65,17 AUG 16,2240,66.50,74.90,8.03%,6.98%,-0.92,0.00,-0.27,0.81,0,0,,
,,8.20%,93.92%,0.06,0.00,-0.10,0.73,0,13,1.15,1.45,17 AUG 16,2245,71.10,79.60,7.98%,5.59%,-0.94,0.00,-0.26,0.68,0,0,,
,,8.40%,94.65%,0.06,0.00,-0.10,0.66,0,15,1.05,1.25,17 AUG 16,2250,76.20,84.50,8.40%,5.36%,-0.94,0.00,-0.26,0.66,0,0,,
,,8.60%,95.26%,0.05,0.00,-0.09,0.60,0,0,0.95,1.10,17 AUG 16,2255,80.80,89.30,8.30%,4.18%,-0.95,0.00,-0.24,0.55,0,0,,
,,8.77%,95.85%,0.04,0.00,-0.08,0.54,0,4,0.80,1.00,17 AUG 16,2260,85.90,94.20,8.70%,4.02%,-0.96,0.00,-0.24,0.53,0,0,,
,,8.96%,96.33%,0.04,0.00,-0.08,0.49,0,1,0.70,0.90,17 AUG 16,2265,90.80,99.20,8.99%,3.71%,-0.96,0.00,-0.24,0.50,0,0,,
,,9.17%,96.70%,0.03,0.00,-0.07,0.45,0,10,0.65,0.80,17 AUG 16,2270,95.50,104.10,8.92%,2.93%,-0.97,0.00,-0.22,0.41,0,0,,
,,9.30%,97.15%,0.03,0.00,-0.06,0.40,0,5,0.60,0.65,17 AUG 16,2275,100.40,109.00,9.02%,2.49%,-0.97,0.00,-0.22,0.36,0,0,,
