thinkBack: Stock quote and option quote for SPX on 7/23/16 23:59:59,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
UNDERLYING,,,,,,,,,,,,,,,,,,,,,,,,,
Last,Net Chng,Volume,Open,High,Low,,,,,,,,,,,,,,,,,,,,
2175.03,9.86,0,2166.47,2175.11,2163.24,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
22 JUL 16  (-1)  100 (Weeklys),,,,,,,,,,,,,,,,,,,,,,,,,
,,Impl Vol,Prob.OTM,Delta,Gamma,Theta,Vega,Volume,Open.Int,Bid,Ask,Exp,Strike,Bid,Ask,Impl Vol,Prob.OTM,Delta,Gamma,Theta,Vega,Volume,Open.Int,,
,,9.53%,97.41%,0.03,0.00,-0.06,0.37,0,0,0.50,0.65,17 AUG 16,2280,105.50,114.00,9.52%,2.58%,-0.97,0.00,-0.22,0.37,0,0,,
,,10.08%,97.73%,0.02,0.00,-0.06,0.34,0,1,0.45,0.60,17 AUG 16,2290,112.50,126.90,10.10%,2.28%,-0.97,0.00,-0.22,0.34,0,0,,
,,10.42%,98.18%,0.02,0.00,-0.05,0.28,0,0,0.35,0.50,17 AUG 16,2300,122.00,136.80,9.60%,1.16%,-0.98,0.00,-0.19,0.19,0,0,,
,,10.88%,98.44%,0.02,0.00,-0.05,0.25,0,335,0.30,0.45,17 AUG 16,2310,132.40,147.50,12.23%,2.73%,-0.97,0.00,-0.24,0.39,0,0,,
,,11.61%,98.72%,0.01,0.00,-0.04,0.21,0,0,0.25,0.40,17 AUG 16,2325,147.30,162.50,13.16%,2.43%,-0.97,0.00,-0.24,0.36,0,0,,
,,12.71%,99.08%,0.01,0.00,-0.03,0.16,0,0,0.20,0.30,17 AUG 16,2350,172.20,187.40,14.59%,1.98%,-0.98,0.00,-0.24,0.30,0,0,,
,,13.80%,99.31%,0.01,0.00,-0.03,0.13,0,0,0.15,0.25,17 AUG 16,2375,197.20,212.30,16.10%,1.72%,-0.98,0.00,-0.24,0.27,0,0,,
,,14.71%,99.50%,0.01,0.00,-0.02,0.09,0,0,0.10,0.20,17 AUG 16,2400,222.10,237.60,18.11%,1.78%,-0.98,0.00,-0.25,0.28,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,
26 AUG 16  (34)  100 (Weeklys),,,,,,,,,,,,,,,,,,,,,,,,,
,,Impl Vol,Prob.OTM,Delta,Gamma,Theta,Vega,Volume,Open.Int,Bid,Ask,Exp,Strike,Bid,Ask,Impl Vol,Prob.OTM,Delta,Gamma,Theta,Vega,Volume,Open.Int,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,1657.10,1680.50,26 AUG 16,500,0,0.05,135.65%,99.95%,0.00,0.00,0.00,0.00,0,2,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,1557.10,1580.50,26 AUG 16,600,0,0.05,119.15%,99.95%,0.00,0.00,0.00,0.00,0,250,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,1457.40,1480.70,26 AUG 16,700,0,0.10,110.41%,99.92%,0.00,0.00,-0.01,0.01,0,100,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,1357.20,1380.80,26 AUG 16,800,0,0.05,93.08%,99.96%,0.00,0.00,0.00,0.00,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,1257.40,1281.00,26 AUG 16,900,0,0.05,82.53%,99.95%,0.00,0.00,0.00,0.00,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,1157.70,1180.90,26 AUG 16,1000,0,0.15,79.11%,99.88%,0.00,0.00,-0.01,0.01,0,588,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,1057.70,1081.00,26 AUG 16,1100,0,0.05,64.34%,99.95%,0.00,0.00,0.00,0.01,0,22,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,957.80,981.00,26 AUG 16,1200,0,0.05,56.50%,99.95%,0.00,0.00,0.00,0.01,0,669,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,932.80,956.00,26 AUG 16,1225,0,0.10,57.45%,99.91%,0.00,0.00,-0.01,0.01,"1,000",204,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,907.80,931.00,26 AUG 16,1250,0.05,0.10,57.34%,99.87%,0.00,0.00,-0.01,0.02,0,17,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,882.90,906.40,26 AUG 16,1275,0.05,0.10,55.42%,99.87%,0.00,0.00,-0.01,0.02,0,21,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,857.90,881.00,26 AUG 16,1300,0,0.10,51.81%,99.91%,0.00,0.00,-0.01,0.01,0,14,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,832.90,856.00,26 AUG 16,1325,0,0.10,50.02%,99.91%,0.00,0.00,-0.01,0.01,0,5,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,807.90,831.20,26 AUG 16,1350,0,0.15,49.82%,99.87%,0.00,0.00,-0.01,0.02,0,82,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,782.90,806.20,26 AUG 16,1375,0.05,0.15,49.17%,99.83%,0.00,0.00,-0.02,0.02,0,56,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,758.00,781.40,26 AUG 16,1400,0.05,0.15,47.35%,99.82%,0.00,0.00,-0.02,0.02,21,146,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,733.00,756.30,26 AUG 16,1425,0.05,0.15,45.59%,99.82%,0.00,0.00,-0.02,0.03,0,18,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,708.00,731.30,26 AUG 16,1450,0.10,0.20,45.44%,99.74%,0.00,0.00,-0.02,0.04,21,"3,279",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,683.10,706.40,26 AUG 16,1475,0.10,0.20,43.65%,99.74%,0.00,0.00,-0.02,0.04,34,118,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,10,658.00,681.50,26 AUG 16,1500,0.10,0.20,41.89%,99.73%,0.00,0.00,-0.02,0.04,0,127,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,633.10,656.50,26 AUG 16,1525,0.15,0.25,41.29%,99.65%,0.00,0.00,-0.03,0.05,0,198,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,608.10,631.50,26 AUG 16,1550,0.15,0.25,39.54%,99.64%,0.00,0.00,-0.03,0.05,0,395,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,583.20,606.50,26 AUG 16,1575,0.20,0.25,38.26%,99.60%,0.00,0.00,-0.03,0.06,0,"3,050",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,558.20,581.50,26 AUG 16,1600,0.20,0.30,36.94%,99.55%,0.00,0.00,-0.03,0.07,224,892,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,533.30,556.50,26 AUG 16,1625,0.25,0.35,35.91%,99.46%,0.00,0.00,-0.04,0.08,0,855,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,518.30,541.50,26 AUG 16,1640,0.25,0.40,35.18%,99.41%,0.00,0.00,-0.04,0.09,0,568,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,508.30,531.50,26 AUG 16,1650,0.30,0.40,34.77%,99.37%,0.00,0.00,-0.04,0.09,0,480,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,498.40,521.80,26 AUG 16,1660,0.30,0.40,34.08%,99.36%,0.00,0.00,-0.04,0.09,0,274,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,488.30,511.90,26 AUG 16,1670,0.30,0.45,33.65%,99.32%,-0.01,0.00,-0.05,0.10,0,410,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,483.30,507.00,26 AUG 16,1675,0.35,0.45,33.55%,99.28%,-0.01,0.00,-0.05,0.11,7,261,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,478.40,502.00,26 AUG 16,1680,0.30,0.45,32.96%,99.31%,-0.01,0.00,-0.05,0.10,0,371,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,468.40,492.00,26 AUG 16,1690,0.35,0.45,32.51%,99.26%,-0.01,0.00,-0.05,0.11,0,215,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,458.50,482.00,26 AUG 16,1700,0.40,0.50,32.26%,99.18%,-0.01,0.00,-0.05,0.12,0,269,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,448.50,472.00,26 AUG 16,1710,0.40,0.50,31.56%,99.16%,-0.01,0.00,-0.05,0.12,0,316,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,438.50,462.00,26 AUG 16,1720,0.40,0.55,31.07%,99.11%,-0.01,0.00,-0.06,0.13,0,303,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,433.40,457.00,26 AUG 16,1725,0.45,0.55,30.92%,99.07%,-0.01,0.00,-0.06,0.13,1,209,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,428.60,452.00,26 AUG 16,1730,0.50,0.55,30.75%,99.03%,-0.01,0.00,-0.06,0.14,0,320,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,418.60,442.00,26 AUG 16,1740,0.50,0.60,30.23%,98.98%,-0.01,0.00,-0.06,0.15,0,159,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,408.50,432.00,26 AUG 16,1750,0.50,0.65,29.69%,98.92%,-0.01,0.00,-0.06,0.16,1,239,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,403.60,427.00,26 AUG 16,1755,0.55,0.65,29.50%,98.88%,-0.01,0.00,-0.07,0.16,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,398.70,422.00,26 AUG 16,1760,0.55,0.65,29.15%,98.87%,-0.01,0.00,-0.07,0.16,0,99,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,393.70,417.00,26 AUG 16,1765,0.55,0.70,28.96%,98.82%,-0.01,0.00,-0.07,0.17,0,39,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,388.70,412.00,26 AUG 16,1770,0.60,0.70,28.75%,98.77%,-0.01,0.00,-0.07,0.18,0,134,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,383.70,407.00,26 AUG 16,1775,0.60,0.75,28.54%,98.73%,-0.01,0.00,-0.07,0.18,11,289,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,378.70,402.00,26 AUG 16,1780,0.60,0.75,28.19%,98.72%,-0.01,0.00,-0.07,0.18,0,153,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,373.80,397.30,26 AUG 16,1785,0.65,0.75,27.97%,98.67%,-0.01,0.00,-0.07,0.19,15,162,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,368.80,392.30,26 AUG 16,1790,0.65,0.80,27.75%,98.62%,-0.01,0.00,-0.08,0.20,0,148,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,363.80,387.30,26 AUG 16,1795,0.70,0.80,27.52%,98.57%,-0.01,0.00,-0.08,0.20,22,94,,
,,--,0.00%,1.00,0.00,0.00,0.00,4,0,358.80,382.30,26 AUG 16,1800,0.75,0.85,27.41%,98.48%,-0.01,0.00,-0.08,0.21,10,"1,139",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,353.90,377.50,26 AUG 16,1805,0.75,0.85,27.05%,98.47%,-0.01,0.00,-0.08,0.22,0,697,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,348.90,372.50,26 AUG 16,1810,0.75,0.90,26.81%,98.42%,-0.01,0.00,-0.08,0.22,0,135,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,343.90,367.30,26 AUG 16,1815,0.80,0.90,26.56%,98.37%,-0.01,0.00,-0.09,0.23,0,73,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,338.90,362.50,26 AUG 16,1820,0.80,0.95,26.31%,98.31%,-0.01,0.00,-0.09,0.24,0,130,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,334.00,357.50,26 AUG 16,1825,0.85,1.00,26.16%,98.22%,-0.01,0.00,-0.09,0.25,0,312,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,329.00,352.50,26 AUG 16,1830,0.85,1.00,25.80%,98.21%,-0.01,0.00,-0.09,0.25,10,"4,698",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,324.00,347.50,26 AUG 16,1835,0.90,1.05,25.64%,98.11%,-0.02,0.00,-0.10,0.26,0,23,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,319.10,342.50,26 AUG 16,1840,0.95,1.10,25.46%,98.02%,-0.02,0.00,-0.10,0.28,0,105,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,314.10,337.50,26 AUG 16,1845,0.95,1.10,25.10%,98.00%,-0.02,0.00,-0.10,0.28,0,106,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,309.10,332.50,26 AUG 16,1850,1.00,1.15,24.92%,97.91%,-0.02,0.00,-0.10,0.29,12,"2,685",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,304.20,327.50,26 AUG 16,1855,1.05,1.20,24.72%,97.81%,-0.02,0.00,-0.11,0.30,0,105,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,299.20,322.50,26 AUG 16,1860,1.05,1.20,24.36%,97.79%,-0.02,0.00,-0.11,0.31,0,105,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,294.30,317.80,26 AUG 16,1865,1.10,1.25,24.16%,97.69%,-0.02,0.00,-0.11,0.32,0,247,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,289.30,312.70,26 AUG 16,1870,1.15,1.30,23.94%,97.59%,-0.02,0.00,-0.11,0.33,0,155,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,284.30,308.00,26 AUG 16,1875,1.20,1.40,23.80%,97.45%,-0.02,0.00,-0.12,0.35,60,"2,692",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,279.40,303.00,26 AUG 16,1880,1.25,1.40,23.50%,97.38%,-0.02,0.00,-0.12,0.36,16,182,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,274.50,297.90,26 AUG 16,1885,1.30,1.45,23.27%,97.28%,-0.02,0.00,-0.12,0.37,5,119,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,1,269.50,293.00,26 AUG 16,1890,1.35,1.50,23.03%,97.18%,-0.02,0.00,-0.12,0.38,0,"1,452",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,10,264.60,288.00,26 AUG 16,1895,1.40,1.55,22.79%,97.07%,-0.02,0.00,-0.13,0.39,291,158,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,29,259.60,283.00,26 AUG 16,1900,1.45,1.60,22.54%,96.96%,-0.03,0.00,-0.13,0.41,69,"6,858",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,254.60,278.30,26 AUG 16,1905,1.50,1.65,22.28%,96.85%,-0.03,0.00,-0.13,0.42,18,620,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,17,249.80,273.30,26 AUG 16,1910,1.55,1.75,22.08%,96.70%,-0.03,0.00,-0.14,0.44,6,136,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,244.80,268.30,26 AUG 16,1915,1.65,1.80,21.87%,96.55%,-0.03,0.00,-0.14,0.46,0,47,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,7,239.90,263.50,26 AUG 16,1920,1.70,1.85,21.60%,96.43%,-0.03,0.00,-0.14,0.47,1,"6,219",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,235.00,258.50,26 AUG 16,1925,1.75,1.95,21.37%,96.27%,-0.03,0.00,-0.15,0.49,125,"1,138",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,230.00,253.50,26 AUG 16,1930,1.85,2.00,21.14%,96.11%,-0.03,0.00,-0.15,0.51,10,"1,769",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,225.10,248.50,26 AUG 16,1935,1.95,2.10,20.95%,95.92%,-0.04,0.00,-0.16,0.53,0,104,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,220.20,243.80,26 AUG 16,1940,2.00,2.20,20.70%,95.75%,-0.04,0.00,-0.16,0.55,18,"1,747",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,215.30,238.90,26 AUG 16,1945,2.10,2.30,20.49%,95.55%,-0.04,0.00,-0.17,0.57,69,"1,841",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,210.40,234.00,26 AUG 16,1950,2.20,2.35,20.22%,95.37%,-0.04,0.00,-0.17,0.59,3,"11,948",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,205.50,228.90,26 AUG 16,1955,2.30,2.50,20.03%,95.13%,-0.04,0.00,-0.18,0.62,35,"1,817",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,200.60,224.10,26 AUG 16,1960,2.40,2.60,19.79%,94.91%,-0.04,0.00,-0.18,0.64,10,"1,207",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,8,199.70,215.30,26 AUG 16,1965,2.50,2.70,19.55%,94.69%,-0.05,0.00,-0.19,0.66,10,"1,761",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,194.80,210.50,26 AUG 16,1970,2.60,2.80,19.29%,94.47%,-0.05,0.00,-0.19,0.69,41,"5,729",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,3,190.50,205.50,26 AUG 16,1975,2.75,2.95,19.10%,94.17%,-0.05,0.00,-0.20,0.72,0,"2,006",,
,,--,0.00%,1.00,0.00,0.00,0.00,8,0,185.60,200.50,26 AUG 16,1980,2.85,3.10,18.86%,93.90%,-0.05,0.00,-0.20,0.74,17,898,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,180.80,195.80,26 AUG 16,1985,3.00,3.20,18.61%,93.63%,-0.06,0.00,-0.21,0.77,6,"1,469",,
,,--,0.00%,1.00,0.00,0.00,0.00,8,4,175.90,190.90,26 AUG 16,1990,3.10,3.40,18.39%,93.31%,-0.06,0.00,-0.21,0.80,4,361,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,7,171.00,186.00,26 AUG 16,1995,3.30,3.60,18.21%,92.92%,-0.06,0.00,-0.22,0.84,5,17,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,15,165.70,181.40,26 AUG 16,2000,3.40,3.70,17.91%,92.66%,-0.07,0.00,-0.23,0.87,15,"7,979",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,7,167.20,169.20,26 AUG 16,2005,3.60,3.90,17.70%,92.25%,-0.07,0.00,-0.23,0.91,10,656,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,162.40,164.40,26 AUG 16,2010,3.80,4.10,17.49%,91.84%,-0.07,0.00,-0.24,0.94,30,"1,694",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,157.60,159.60,26 AUG 16,2015,4.00,4.30,17.26%,91.42%,-0.08,0.00,-0.25,0.98,10,"1,767",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,2,152.80,154.80,26 AUG 16,2020,4.20,4.50,17.02%,90.99%,-0.08,0.00,-0.25,1.02,55,129,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,51,148.10,150.00,26 AUG 16,2025,4.40,4.70,16.77%,90.55%,-0.09,0.00,-0.26,1.06,16,238,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,1,143.30,145.20,26 AUG 16,2030,4.70,5.00,16.60%,89.96%,-0.09,0.00,-0.27,1.11,1,110,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,138.60,140.50,26 AUG 16,2035,4.90,5.20,16.32%,89.50%,-0.10,0.00,-0.28,1.15,12,35,,
,,--,0.00%,1.00,0.00,0.00,0.00,3,3,133.90,135.70,26 AUG 16,2040,5.20,5.50,16.11%,88.89%,-0.10,0.00,-0.29,1.20,0,232,,
,,12.15%,5.84%,0.98,0.00,-0.03,0.27,0,9,129.20,131.00,26 AUG 16,2045,5.50,5.80,15.89%,88.28%,-0.11,0.00,-0.29,1.25,10,29,,
,,12.55%,7.30%,0.96,0.00,-0.06,0.49,0,83,124.50,126.30,26 AUG 16,2050,5.80,6.10,15.65%,87.64%,-0.11,0.00,-0.30,1.30,719,"14,395",,
,,12.83%,8.69%,0.95,0.00,-0.08,0.68,0,5,119.90,121.70,26 AUG 16,2055,6.10,6.50,15.44%,86.93%,-0.12,0.00,-0.31,1.36,15,156,,
,,12.82%,9.68%,0.94,0.00,-0.10,0.79,0,6,115.20,117.00,26 AUG 16,2060,6.50,6.80,15.21%,86.20%,-0.13,0.00,-0.32,1.41,5,580,,
,,12.91%,10.94%,0.92,0.00,-0.12,0.93,0,6,110.70,112.40,26 AUG 16,2065,6.90,7.20,14.99%,85.40%,-0.14,0.00,-0.33,1.47,9,237,,
,,12.87%,12.04%,0.91,0.00,-0.14,1.04,0,11,106.10,107.80,26 AUG 16,2070,7.30,7.60,14.75%,84.57%,-0.14,0.00,-0.34,1.53,16,263,,
,,12.83%,13.20%,0.90,0.00,-0.15,1.16,1,30,101.60,103.20,26 AUG 16,2075,7.70,8.10,14.53%,83.66%,-0.15,0.00,-0.35,1.59,87,489,,
,,12.77%,14.43%,0.89,0.00,-0.17,1.27,6,15,97.10,98.70,26 AUG 16,2080,8.20,8.60,14.32%,82.68%,-0.16,0.00,-0.36,1.65,211,739,,
,,12.66%,15.65%,0.87,0.00,-0.18,1.37,0,6,92.60,94.20,26 AUG 16,2085,8.70,9.10,14.09%,81.67%,-0.17,0.00,-0.36,1.72,10,285,,
,,12.59%,17.01%,0.86,0.00,-0.20,1.48,0,66,88.20,89.80,26 AUG 16,2090,9.30,9.70,13.89%,80.52%,-0.18,0.00,-0.38,1.79,351,294,,
,,12.47%,18.37%,0.84,0.00,-0.21,1.58,0,0,83.80,85.40,26 AUG 16,2095,9.90,10.30,13.67%,79.35%,-0.19,0.00,-0.38,1.85,1,270,,
,,12.34%,19.80%,0.83,0.00,-0.23,1.68,0,142,79.50,81.00,26 AUG 16,2100,10.50,10.90,13.43%,78.14%,-0.21,0.00,-0.39,1.92,776,"3,731",,
,,12.20%,21.30%,0.81,0.00,-0.24,1.78,0,30,75.20,76.70,26 AUG 16,2105,11.20,11.60,13.21%,76.80%,-0.22,0.00,-0.40,1.99,22,53,,
,,12.03%,22.84%,0.80,0.00,-0.25,1.87,0,50,70.90,72.40,26 AUG 16,2110,11.90,12.40,12.99%,75.37%,-0.23,0.00,-0.41,2.06,40,"1,750",,
,,11.90%,24.55%,0.78,0.00,-0.27,1.97,0,11,66.80,68.20,26 AUG 16,2115,12.70,13.20,12.77%,73.86%,-0.25,0.00,-0.42,2.13,2,71,,
,,11.72%,26.30%,0.76,0.00,-0.28,2.06,3,"4,841",62.70,64.00,26 AUG 16,2120,13.60,14.10,12.56%,72.23%,-0.26,0.00,-0.43,2.20,53,202,,
,,11.56%,28.17%,0.74,0.00,-0.29,2.15,5,413,58.60,60.00,26 AUG 16,2125,14.50,15.00,12.32%,70.54%,-0.28,0.00,-0.43,2.27,18,908,,
,,11.40%,30.16%,0.72,0.00,-0.30,2.24,0,222,54.70,56.00,26 AUG 16,2130,15.50,16.00,12.10%,68.72%,-0.30,0.00,-0.44,2.34,21,169,,
,,11.23%,32.24%,0.70,0.00,-0.31,2.32,15,31,50.80,52.10,26 AUG 16,2135,16.60,17.10,11.88%,66.77%,-0.32,0.00,-0.45,2.40,15,27,,
,,11.03%,34.41%,0.68,0.01,-0.31,2.40,36,"6,147",47.00,48.20,26 AUG 16,2140,17.80,18.30,11.67%,64.71%,-0.34,0.00,-0.45,2.46,273,210,,
,,10.86%,36.73%,0.65,0.01,-0.32,2.47,4,91,43.30,44.50,26 AUG 16,2145,19.10,19.70,11.48%,62.49%,-0.36,0.00,-0.46,2.52,2,62,,
,,10.65%,39.15%,0.63,0.01,-0.32,2.53,24,884,39.70,40.80,26 AUG 16,2150,20.40,21.00,11.24%,60.23%,-0.38,0.01,-0.46,2.57,294,850,,
,,10.45%,41.69%,0.60,0.01,-0.32,2.58,6,106,36.20,37.20,26 AUG 16,2155,21.90,22.50,11.02%,57.81%,-0.41,0.01,-0.46,2.61,3,20,,
,,10.27%,44.39%,0.57,0.01,-0.33,2.62,37,707,32.90,33.80,26 AUG 16,2160,23.50,24.10,10.81%,55.26%,-0.43,0.01,-0.46,2.64,46,100,,
,,10.05%,47.20%,0.55,0.01,-0.32,2.65,257,71,29.60,30.50,26 AUG 16,2165,25.20,25.80,10.58%,52.60%,-0.46,0.01,-0.46,2.67,3,30,,
,,9.88%,50.13%,0.51,0.01,-0.32,2.67,70,"5,215",26.70,27.30,26 AUG 16,2170,26.90,27.70,10.34%,49.82%,-0.49,0.01,-0.46,2.68,39,188,,
,,9.67%,53.17%,0.48,0.01,-0.32,2.67,80,504,23.70,24.30,26 AUG 16,2175,28.90,29.80,10.14%,46.92%,-0.52,0.01,-0.45,2.68,18,242,,
,,9.48%,56.31%,0.45,0.01,-0.31,2.65,65,"16,193",20.90,21.50,26 AUG 16,2180,31.10,32.00,9.95%,43.93%,-0.55,0.01,-0.45,2.66,5,28,,
,,9.28%,59.54%,0.42,0.01,-0.30,2.62,81,646,18.30,18.80,26 AUG 16,2185,33.40,34.40,9.75%,40.86%,-0.58,0.01,-0.44,2.63,0,3,,
,,9.11%,62.80%,0.38,0.01,-0.29,2.56,310,876,15.90,16.40,26 AUG 16,2190,36.00,37.10,9.60%,37.78%,-0.61,0.01,-0.43,2.58,0,24,,
,,8.92%,66.10%,0.35,0.01,-0.28,2.49,27,323,13.60,14.20,26 AUG 16,2195,38.70,39.90,9.43%,34.66%,-0.64,0.01,-0.42,2.51,0,23,,
,,8.75%,69.39%,0.32,0.01,-0.26,2.39,145,"6,210",11.60,12.10,26 AUG 16,2200,41.60,43.00,9.29%,31.60%,-0.67,0.01,-0.40,2.42,4,196,,
,,8.62%,72.54%,0.28,0.01,-0.25,2.28,2,987,9.90,10.30,26 AUG 16,2205,44.80,46.20,9.17%,28.61%,-0.70,0.01,-0.39,2.32,250,2,,
,,8.49%,75.63%,0.25,0.01,-0.23,2.15,52,"4,699",8.30,8.70,26 AUG 16,2210,48.10,49.70,9.06%,25.72%,-0.73,0.01,-0.37,2.21,604,1,,
,,8.39%,78.49%,0.22,0.01,-0.22,2.01,67,307,6.90,7.40,26 AUG 16,2215,51.70,53.30,8.98%,23.00%,-0.76,0.01,-0.36,2.09,400,0,,
,,8.32%,81.14%,0.20,0.00,-0.20,1.87,21,714,5.80,6.20,26 AUG 16,2220,55.50,57.20,8.95%,20.54%,-0.78,0.00,-0.34,1.96,6,1,,
,,8.25%,83.60%,0.17,0.00,-0.18,1.71,27,"9,907",4.80,5.20,26 AUG 16,2225,59.40,61.30,8.94%,18.27%,-0.81,0.00,-0.33,1.83,0,167,,
,,8.27%,85.64%,0.15,0.00,-0.17,1.57,40,505,4.10,4.40,26 AUG 16,2230,63.60,65.50,8.98%,16.30%,-0.83,0.00,-0.32,1.71,0,1,,
,,8.25%,87.59%,0.13,0.00,-0.15,1.43,26,85,3.40,3.70,26 AUG 16,2235,67.90,69.80,9.02%,14.51%,-0.85,0.00,-0.30,1.59,0,0,,
,,8.31%,89.13%,0.11,0.00,-0.14,1.30,156,623,2.90,3.20,26 AUG 16,2240,68.00,77.40,8.69%,11.91%,-0.87,0.00,-0.27,1.39,0,0,,
,,8.35%,90.54%,0.10,0.00,-0.13,1.18,7,66,2.50,2.70,26 AUG 16,2245,72.50,81.90,8.74%,10.46%,-0.89,0.00,-0.26,1.27,0,0,,
